id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability,Location
540,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),22:18,06h 42m,05:00,3.9,777,9,Andra Pradesh
541,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,BSR Tours And Travels,A/C Sleeper (2+1),22:00,07h 15m,05:15,4.4,1580,14,Andra Pradesh
542,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:21,07h 19m,05:40,4.0,1449,12,Andra Pradesh
543,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,LVR Travels,Non A/C Seater / Sleeper (2+1),23:37,07h 08m,06:45,3.8,789,9,Andra Pradesh
544,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Anjani Bus,A/C Seater / Sleeper (2+1),22:40,07h 35m,06:15,3.7,799,9,Andra Pradesh
545,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,NueGo,Electric A/C Sleeper (2+1),21:45,07h 25m,05:10,4.5,1391,6,Andra Pradesh
546,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:22,06h 53m,05:15,3.9,840,19,Andra Pradesh
547,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,BSR Tours And Travels,VE A/C Sleeper (2+1),22:00,07h 10m,05:10,4.8,1580,9,Andra Pradesh
548,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Mythri Tours And Travels,A/C Sleeper (2+1),19:10,08h 50m,04:00,4.9,1565,8,Andra Pradesh
549,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:25,06h 50m,05:15,4.5,890,24,Andra Pradesh
550,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:27,06h 03m,04:30,3.9,840,14,Andra Pradesh
551,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Sri Shivanjaneya Travels,A/C Seater / Sleeper (2+1),22:57,06h 23m,05:20,4.4,999,21,Andra Pradesh
552,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,LVR Travels,Non A/C Seater / Sleeper (2+1),22:13,07h 47m,06:00,3.8,980,7,Andra Pradesh
553,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),22:55,07h 35m,06:30,3.0,1200,10,Andra Pradesh
554,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:50,08h 45m,05:35,4.8,1059,38,Andra Pradesh
555,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:40,07h 20m,06:00,3.4,1014,27,Andra Pradesh
556,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,LG BUS,Bharat Benz A/C Sleeper (2+1),21:15,07h 50m,05:05,4.9,1580,18,Andra Pradesh
557,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:22,07h 45m,04:07,4.6,780,24,Andra Pradesh
558,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Zingbus Plus,A/C Sleeper (2+1),17:25,09h 10m,02:35,4.9,1511,23,Andra Pradesh
559,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,GO BUS,Non A/C Seater / Sleeper (2+1),22:47,07h 33m,06:20,4.1,903,1,Andra Pradesh
560,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,BSR Tours And Travels,A/C Seater / Sleeper (2+1),19:10,08h 20m,03:30,4.5,1280,13,Andra Pradesh
561,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Sitara Travels,NON A/C Push Back (2+2),22:40,05h 45m,04:25,3.1,780,26,Andra Pradesh
562,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,06h 50m,20:50,3.2,451,31,Andra Pradesh
563,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,06h 15m,22:15,4.6,483,28,Andra Pradesh
564,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06h 15m,02:45,4.1,451,31,Andra Pradesh
565,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 40m,02:40,3.0,483,34,Andra Pradesh
566,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05h 47m,03:02,3.7,483,27,Andra Pradesh
567,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05h 45m,03:30,3.8,483,22,Andra Pradesh
568,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4198,INDRA(A.C. Seater),22:00,05h 20m,03:20,4.3,585,27,Andra Pradesh
569,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,05h 55m,04:00,3.4,483,29,Andra Pradesh
570,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05h 45m,04:00,4.0,483,13,Andra Pradesh
571,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,06h 01m,04:16,4.0,817,39,Andra Pradesh
572,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,06h 00m,04:30,4.1,483,18,Andra Pradesh
573,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,04h 35m,03:05,4.1,743,39,Andra Pradesh
574,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,05h 20m,04:00,3.8,626,15,Andra Pradesh
575,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4154,INDRA(A.C. Seater),22:45,05h 40m,04:25,4.6,585,32,Andra Pradesh
576,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4216,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05h 58m,04:48,3.8,483,34,Andra Pradesh
577,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4188,INDRA(A.C. Seater),23:00,04h 55m,03:55,4.2,585,37,Andra Pradesh
578,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05h 58m,04:58,3.9,483,26,Andra Pradesh
579,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4622,STAR LINER(NON-AC SLEEPER 2+1),23:30,04h 50m,04:20,4.3,626,9,Andra Pradesh
580,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 00m,05:45,4.6,729,11,Andra Pradesh
581,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),22:55,06h 30m,05:25,4.6,819,17,Andra Pradesh
582,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,07h 25m,06:00,4.6,508,33,Andra Pradesh
583,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:35,06h 30m,05:05,4.6,819,21,Andra Pradesh
584,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),22:00,07h 00m,05:00,4.6,739,21,Andra Pradesh
585,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,07h 55m,06:10,4.5,809,21,Andra Pradesh
586,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,07h 25m,05:10,4.2,508,28,Andra Pradesh
587,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Yolo Bus,A/C Sleeper (2+1),21:31,07h 56m,05:27,4.4,760,16,Andra Pradesh
588,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:15,07h 55m,06:10,4.2,477,18,Andra Pradesh
589,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),22:15,07h 52m,06:07,4.1,480,18,Andra Pradesh
590,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),22:20,06h 40m,05:00,4.4,700,14,Andra Pradesh
591,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),15:10,09h 00m,00:10,4.7,448,23,Andra Pradesh
592,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),22:40,06h 50m,05:30,4.3,951,27,Andra Pradesh
593,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),21:40,08h 00m,05:40,4.0,714,15,Andra Pradesh
594,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:00,09h 10m,01:10,4.6,448,33,Andra Pradesh
595,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Tirumala Xpress,A/C Sleeper (2+1),21:05,08h 30m,05:35,3.9,629,27,Andra Pradesh
596,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Teja Tours and Travels,A/C Seater/Sleeper (2+1),23:00,07h 00m,06:00,4.0,580,15,Andra Pradesh
597,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),21:55,07h 15m,05:10,3.7,714,18,Andra Pradesh
598,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,07h 00m,06:00,3.8,600,27,Andra Pradesh
599,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,07h 30m,05:55,3.7,549,16,Andra Pradesh
600,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:30,06h 30m,05:00,4.3,590,30,Andra Pradesh
601,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),23:00,07h 00m,06:00,3.4,700,20,Andra Pradesh
602,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SAI SIMHAPURI TRAVELS,A/C Sleeper (2+1),22:00,07h 15m,05:15,4.0,3000,30,Andra Pradesh
603,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),22:30,07h 15m,05:45,3.3,700,21,Andra Pradesh
604,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:15,05h 40m,04:55,3.2,690,21,Andra Pradesh
605,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Orange Tours and Travels,A/C Seater / Sleeper (2+1),23:00,07h 00m,06:00,2.9,600,30,Andra Pradesh
606,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),22:15,07h 30m,05:45,2.9,2700,40,Andra Pradesh
607,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 45m,05:45,2.6,560,30,Andra Pradesh
608,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,NON A/C Sleeper (2+1),22:15,06h 35m,04:50,2.9,650,7,Andra Pradesh
609,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:15,06h 15m,05:30,2.9,690,15,Andra Pradesh
610,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),21:25,09h 25m,06:50,1.9,690,27,Andra Pradesh
611,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),15:00,07h 40m,22:40,1.7,350,15,Andra Pradesh
612,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,NueGo,Electric A/C Seater (2+2),16:30,08h 10m,00:40,4.1,332,29,Andra Pradesh
613,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,NON A/C Sleeper (2+1),23:30,05h 35m,05:05,3.4,550,10,Andra Pradesh
614,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:20,07h 40m,06:00,3.3,3000,30,Andra Pradesh
615,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SS Prasanna Travels,A/C Seater (2+2),23:10,05h 20m,04:30,1.9,3999,40,Andra Pradesh
616,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),15:00,07h 40m,22:40,2.5,350,30,Andra Pradesh
617,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),14:00,06h 00m,20:00,2.4,3599,9,Andra Pradesh
618,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),14:00,06h 00m,20:00,2.4,3999,3,Andra Pradesh
619,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SAI SIMHAPURI TRAVELS,A/C Seater (2+2),22:00,07h 15m,05:15,4.0,1399,33,Andra Pradesh
620,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SRI MARUTHI TRAVELS,A/C Sleeper (2+1),23:10,05h 50m,05:00,2.5,2499,28,Andra Pradesh
621,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,AVR Travels,A/C Sleeper (2+1),22:15,06h 35m,04:50,2.4,1999,27,Andra Pradesh
622,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),14:00,06h 00m,20:00,0.0,4999,21,Andra Pradesh
623,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),15:00,07h 00m,22:00,0.0,656,21,Andra Pradesh
624,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36403,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,04h 15m,17:15,4.2,302,34,Andra Pradesh
625,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4399,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,04h 15m,18:00,2.5,302,34,Andra Pradesh
626,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,04h 15m,18:30,3.7,302,34,Andra Pradesh
627,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36409,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,04h 15m,19:15,3.5,302,33,Andra Pradesh
628,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,04h 15m,20:15,3.9,302,30,Andra Pradesh
629,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,04h 15m,23:30,3.9,302,33,Andra Pradesh
630,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4409,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04h 15m,00:15,3.6,302,32,Andra Pradesh
631,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 5878,INDRA(A.C. Seater),21:15,05h 10m,02:25,3.4,365,8,Andra Pradesh
632,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4407,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 35m,03:35,3.3,313,31,Andra Pradesh
633,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04h 15m,04:00,4.1,302,29,Andra Pradesh
634,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,TGSRTC - 9717,Deluxe (Non AC Seater 2+2),17:45,04h 00m,21:45,2.6,265,36,Andra Pradesh
635,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Dosti Tours and Travels,A/C Sleeper (2+1),22:00,05h 15m,03:15,3.5,1399,7,Andra Pradesh
636,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,05h 25m,03:15,1.9,899,20,Andra Pradesh
637,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,SLC Road Lines,Non A/C Seater / Sleeper (2+1),20:50,06h 00m,02:50,3.2,549,25,Andra Pradesh
638,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:00,04h 00m,03:00,2.7,800,30,Andra Pradesh
639,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,05h 45m,19:15,3.9,386,13,Andra Pradesh
640,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,05h 30m,20:00,3.6,584,12,Andra Pradesh
641,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,06h 00m,21:00,4.1,330,2,Andra Pradesh
642,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,05h 45m,21:15,3.2,386,17,Andra Pradesh
643,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,05h 45m,22:15,4.0,386,13,Andra Pradesh
644,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50079,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05h 45m,02:00,3.8,386,12,Andra Pradesh
645,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 45m,02:45,4.4,386,14,Andra Pradesh
646,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05h 45m,03:30,4.1,386,7,Andra Pradesh
647,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6241,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,05h 00m,03:00,3.0,330,5,Andra Pradesh
648,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 9253,INDRA(A.C. Seater),22:15,06h 00m,04:15,4.2,422,5,Andra Pradesh
649,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 55m,03:25,4.6,386,3,Andra Pradesh
650,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6007,INDRA(A.C. Seater),22:40,06h 00m,04:40,3.4,422,5,Andra Pradesh
651,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50192,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:15,04h 30m,03:45,4.0,584,23,Andra Pradesh
652,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 9257,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,04h 30m,04:15,3.9,584,28,Andra Pradesh
653,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Shiva Parvathi Tours And Travels,Non A/C Seater / Sleeper (2+1),19:00,07h 00m,02:00,3.6,800,18,Andra Pradesh
654,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,06h 45m,02:00,4.1,749,13,Andra Pradesh
655,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20,07h 25m,02:45,4.9,858,24,Andra Pradesh
656,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Amara Tours And Travels,A/C Seater / Sleeper (2+1),19:30,06h 30m,02:00,4.1,854,17,Andra Pradesh
657,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,SLVT Travels,Non A/C Seater / Sleeper (2+1),19:30,06h 15m,01:45,4.2,799,18,Andra Pradesh
658,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,S R Travels,Non A/C Seater / Sleeper (2+1),19:30,07h 00m,02:30,3.3,900,16,Andra Pradesh
659,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,CGR Travels,Non A/C Seater / Sleeper (2+1),19:55,06h 50m,02:45,3.6,800,18,Andra Pradesh
660,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:00,07h 00m,03:00,4.2,699,14,Andra Pradesh
661,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,06h 55m,03:00,3.2,799,8,Andra Pradesh
662,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,CGR Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 00m,04:15,4.5,800,8,Andra Pradesh
663,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,06h 45m,03:00,3.7,699,9,Andra Pradesh
